Title,Date,Image URL,Likes
The Data Goldmine: The 3 Step Process to Unlocking the Power of Guest Data,2023-02-15 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/02/MicrosoftTeams-image-1.jpg,4
How To Use Guest Messaging To Improve Revenue,2023-01-31 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/01/How-To-Use-Guest-Messaging-To-Improve-Revenue.jpg,4
Spin Around the Challenges of an Economic Downturn with AI-Enabled Solutions,2023-01-30 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/01/MicrosoftTeams-image.jpg,3
What is a Hotel Property Management System (PMS)?,2023-01-23 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-revenue-management-system-900x450.jpg,4
Unlocking A New Level Of Luxury For Dubai: The Rising Need For Technology,2023-01-20 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/01/creating-a-picture-perfect-guest-experience-in-dubai.jpg,3
Troubleshooting Guest Engagement: Is the Answer in the Palm of your Hands?,2023-01-06 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/01/MicrosoftTeams-image-6.jpg,5
No Shortage of Guest Engagement Despite Labour Shortage in the UK: Why Technology is the Answer,2022-12-23 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/12/uk-banner-1.jpg,4
Journey to better guest satisfaction: Why digitisation is the shortcut you need,2022-12-16 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/12/engage-banner-1.jpg,3
7 Tips for A Booking-friendly Hotel Website,2022-12-12 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/12/7-tips-for-a-booking-friendly-hotel-website-blog-banner.jpg,3
The Problem In Paradise: What The Hotels Of Maldives Need To Know,2022-12-06 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/12/Top-banner-2.jpg,3
The Good Side Of AI: Read Between The Lines To Understand Your Guests’ Feelings,2022-11-11 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/11/sentiment-mapping-1-1.jpg,2
Preparing for the Future of Air Travel Demand,2022-11-04 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/10/Preparing-for-the-Future-of-Air-Travel-Demand.jpg,1
Digital Hospitality: No Longer An Oxymoron,2022-11-03 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/11/Digital-Hosp_Banner-1-scaled.jpg,1
Peak Experience For The Peak Season,2022-10-27 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/10/Peak-Experience-For-Peak-Season.webp,2
Forward-looking Insights on Travel Demand: Top Trending Cities in Asia (Oct – Dec 2022),2022-10-24 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/10/Forward-looking-Insights-on-Travel-Demand-Top-Trending-Cities-in-Asia.webp,2
Guest Dissatisfaction: De-mystified,2022-10-19 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/10/Guest-Dissatisfaction.webp,2
Beyond Just Emojis: Leveraging WhatsApp To Improve Guest Experience,2022-10-11 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/10/beyond-just-blog-img.webp,2
Experiences Above All:  The Long and Short of Guest Experiences,2022-10-06 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/10/guests-experience.webp,1
Humans Of RateGain: Q&A With Mark Haywood,2022-10-04 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/10/Rategain-Partnership.webp,1
India’s Festive Season Travel Outlook,2022-10-03 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/10/ezgif.com-gif-maker-6.webp,2
Productivity For The Front Desk: What Has Changed,2022-09-27 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/09/Productivity-For-The-Front-Desk-What-Has-Changed.webp,3
How Can Scoring Content Help Hotels Drive More Bookings,2022-09-20 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/09/Drive-more-bookings.webp,3
New Data Sources To Help Commercial Teams Make Better Decisions,2022-09-20 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/09/New-Data-Sources-that-can-help-commercial-teams-make-better-decisions-1.webp,3
Hotel Online Bookings Can Be More Profitable,2022-09-20 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/09/Hotel-Online-Bookings-Can-Be-More-Profitable.webp,3
Bridging Silos in Commercial Teams Post Pandemic,2022-08-25 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/08/Post-pandemic.webp,7
Data Transparency: The New Way to Collaborate in Commercial Teams,2022-08-25 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/08/Data-Transparency.webp,7
Are Middle East Hoteliers Ready for the Next Big Shift?,2022-07-18 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/07/Are-Middle-East-Hoteliers-Ready-for-the-Next-Big-Shift.jpg,5
Artificial Intelligence in the Hospitality Industry : The Future,2022-07-13 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/06/Blog-En-2-1.jpg,6
What is Engage-AI? What are the benefits of using Engage-AI?,2022-07-07 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/06/Blog-En-1.jpg,7
Enjoy Greater Conversions by Offering Mobile Rates to your Prospective Customers,2022-06-30 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/06/Enjoy-greater-conversions-by-offering-Mobile-Rates-to-your-prospective-customers.jpg,7
Improving Business by Offering Country Rates to Prospective Customers,2022-06-21 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/06/Improving-Business-by-Offering-Country-Rates-to-Prospective-Customers.jpg,6
The Role of Metasearch in Pandemic Recovery,2022-05-31 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/05/The-Role-of-Metasearch-in-Pandemic-Recovery.jpg,6
Why Forward-looking Demand Intelligence is all the More Important for a Destination and it's DMO Today?,2022-03-31 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/03/Actionable-Accurate-Demand-Intelligence-for-DMOs-and-DMCs-1.jpg,5
How to Become a Genius and Drive-up Hotel Visibility and Occupancy Rates!,2022-03-10 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/03/RateGain-RezGain-Become-a-Genius-and-drive-sales-banner.jpg,5
Airline Traveler Forecast: Can it help in anticipating demand better?,2022-03-09 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/03/Leveling-up-Demand-Forecasting-through-Airline-Traveller-Forecast-3.jpg,6
How can User Experience Help Revenue Managers? Ask AirGain,2022-01-13 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/01/AirGain-new-blog.jpg,3
The Travel Manifesto for 2022,2021-12-24 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/12/RateGain-Blog-Booking-Travel-Manifesto-for-2022.jpg,9
Marketing Technology in a Data-Driven Era,2021-10-22 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/10/Data-Driven-1.jpg,8
Usability and Accessibility – How they are making AirGain smarter for you!,2021-10-05 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/10/Usability-and-Accessibility-How-they-are-making-AirGain-smarter-for-you.jpg,10
Building a Culture of Empowerment,2021-10-04 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/10/Building-a-Culture-of-Empowerment.jpg,8
Is The Future Of Forecasting Clear For Revenue Managers?,2021-09-29 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/09/Is-The.jpg,10
Upcoming Launch: The New Room – Rate Management API will Help Distribution Teams Directly and Quickly Create/Retrieve a Multitude of Room Rate Types from RezGain,2021-09-28 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/09/Directly-Manage-Rooms-and-Rates-from-RateGains-Channel-Manager-UI-to-Booking-com-2.jpg,5
How Revenue Managers Can Be Future Ready For The Next Crisis,2021-09-23 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/09/How-revenue-managers-can-be-future-ready-for-the-next-crisis.jpg,9
How Can New Airlines Thrive the Post- Covid World,2021-09-03 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/09/How-Can-New-Airlines-Thrive-In-A-Post-Covid-World-.jpg,4
Making Your Hotel Channel Manager Adapt to Your Day,2021-09-01 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/09/How-to-Use-a-Channel-Manager-for-your-Hotel-Operations-if-You-have-Only-15-or-30-Minutes-in-the-Day.jpg,4
CarGain Canvas: Analytics that give you 360 degree control over your market,2021-09-01 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/09/CarGain-Canvas.jpg,3
What Signals is the Summer of 2021 Giving Car Rentals?,2021-07-08 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/07/What-signals-is-the-summer-of-2021-giving-car-rentals.jpg,4
WHAT ARE YOUR PRONOUNS?,2021-06-25 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/06/Inter-blog-1.jpg,9
Bringing More Speed and Agility to Airline Pricing for the Post-COVID Revenue Manager,2021-06-15 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/06/Unearthing-the-power-and-simplicity-of-bulk-update-and-report-generation-on-AirGain-2.jpeg,5
The Current State of Airline Pricing post-Covid,2021-05-03 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/05/How-to-Capture-Rate-Integrity-Issues-in-the-Most-Simplified-Way-copy-1024x536-1.jpg,5
How can hoteliers get 2021 right with a solid pricing strategy as volatility in recovery persists,2021-05-03 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/04/How-to-Capture-Rate-Integrity-Issues-in-the-Most-Simplified-Way-copy-1024x536-1.jpg,5
Why We Must Tell a Visual Data Story,2021-04-30 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/04/Why-we-data-story.jpg,5
Airlines Revenue Management Checklist for 2021,2021-04-29 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/04/The-Revenue-Management-Checklist-for-2021-3.jpg,5
"Cap on Wedding Guests Might Pinch, But It's a Necessary Evil",2020-12-25 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/Cap-on-wedding-guests-might-pinch-but-its-a-necessary-evil-3.jpg,3
"We have been Profitable Since Inception: Yogeesh Chandra- Global Head of Corporate Development, RateGain",2020-12-22 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/We-have-been-profitable-since-inception-3.jpg,3
Some Employees are Getting a New Job…At Their Old Job,2020-12-21 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/Some-employees-are-getting-a-new-job-1.jpg,5
Visioning The Post-COVID Era In Revenue Management,2020-12-21 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/Hospitality-Banner-no-cta.jpg,5
50% Rise in Bookings Not Enough for India to Catch Up With Global Recovery,2020-12-21 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/New-Deal-Europe-Weekly-Update-on-Tourism-to-the-Balkan-Region-Week-24-1.jpg,5
Tech Skills That can Rebuild the Travel Industry,2020-12-20 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/Tech-skills-that-can-rebuild-the-travel-industry-1.jpg,5
After China can 'Revenge Travel' Happen in India?,2020-12-18 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/After-China-can-Revenge-Travel-happen-in-India-1.jpg,4
Travel & Hospitality Sector Will Take 12-15 Months To Cross Pre-covid Level Hiring Figures: Industry Leaders,2020-12-16 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/Travel-hospitality-sector-will-take-12-15-months-to-cross-pre-Covid-level-hiring-figures-Industry-leaders-1.jpg,4
What Hotels Need to Know About the Staycation Boom,2020-12-16 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/What-Hotels-Need-to-Know-About-the-Staycation-Boom-1.jpg,4
Here’s How Hoteliers Can Attract New Travelers in the Post-COVID Era,2020-12-16 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/Linkedin-no-cta.jpg,5
How Airline Revenue Management and Pricing Teams Respond to Revenue Volatility?,2020-12-15 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/How-airline-revenue-management-and-pricing-teams-respond-to-revenue-volatility-1.jpg,5
Revenue Volatility in Airlines is Here to Stay: What can Revenue & Pricing Teams do About it?,2020-12-15 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/Revenue-volatility-in-airlines-is-here-to-stay-1.jpg,5
These New Car Rental Subscription Programs Will Get You There,2020-12-15 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/These-New-Car-Rental-Subscription-Programs-Will-Get-You-There-2.jpg,5
"Pardon me, your politics are showing",2020-12-12 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/Pardon-me-your-politics-are-showing-1.jpg,4
"New Deal Europe Weekly Update on Tourism to the Balkan Region, Week 24",2020-12-12 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/New-Deal-Europe-Weekly-Update-on-Tourism-to-the-Balkan-Region-Week-24-1.jpg,4
See the Green Shoots of Recovery with Smart Distribution’s latest addition “Future Demand”,2020-10-21 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/10/full-demand-banner-blog-1.jpg,5
Seven Tactics to Keep your Hotel's Distribution Healthy and Highly Profitable,2020-10-07 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/10/Seven-Tactics-to-Keep-your-Hotels-Distribution-Healthy-and-Highly-Profitable-1.jpg,8
Bespoke Strategies for Opening the Doors to the European Market,2020-08-25 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/08/Bespoke-Strategies-for-Opening-the-Doors-to-the-European-Market.jpg,7
A New Era of Exploration is Coming to Hoteliers. Stay Tuned!,2020-08-20 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/08/A-New-Era-of-Exploration-is-Coming-to-Hoteliers.-Stay-Tuned.jpg,4
Perspectives with Saurabh Prakash: How Hotels Can Get Digital Right for Recovery,2020-08-14 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/08/millienium-1.jpg,4
Perspectives with Debojo: How Survival Became A Success Metric at SpiceJet,2020-07-22 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/07/Spice-Blog-Blog.jpg,6
Strategies for Hoteliers to Get Back to Business for UK Market,2020-07-20 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/07/UK-Blog-Banner-1.jpg,6
Strategies for Hoteliers to Get Back to Business for Europe Market,2020-07-20 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/07/Blog-Banner-EU-1.jpg,9
"Perspectives #8 with Ajay Bakaya, Managing Director, Sarovar Hotels and Resorts",2020-07-14 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/07/Perspectives-8-with-Ajay-Bakaya-Managing-Director-Sarovar-Hotels-and-Resorts.jpg,4
Re-Taking The Skies : What Can Commercial Teams Do To Gear Up For A Full Return Of Airline Travel In The New Normal,2020-06-30 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/06/Global-Aviation-Banner.jpg,3
React to Competitive Prices in Real Time with RateGain’s OPTIMA MarketDrone,2020-06-15 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/06/React-to-Competitive-Prices-in-Real-Time-with-RG.jpg,4
Watch Your Language! Content in the New Hospitality Landscape,2020-06-02 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/06/Hospitality-net-banner.jpg,4
Keeping Lights on During the Current COVID Crisis!,2020-05-05 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/05/Keeping-Lights-On-During-CoronaVirus-Crisis.jpg,4
"Hoteliers, Spot New Markets to Create New Revenues in a Post-COVID 19 World",2020-04-23 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/04/distribution-blog-1200x628-2-1.jpg,11
Social Media During COVID-19: Tourism Brands That Got It Right,2020-04-21 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/04/Social-Media-During-COVID-19-Tourism-Brands-That-Got-It-Right.jpg,8
We Are Bracing Ourselves: Are You?,2020-03-20 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/03/Covid-Blog.jpg,12
How to Capture Rate Integrity Issues in the Most Simplified Way,2020-03-11 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/02/How-to-Capture-Rate-Integrity-Issues-in-the-Most-Simplified-Way-copy-1024x536-1.jpg,10
Top 3 Rate Disparity Cases Acceptable to a Revenue Manager,2020-03-04 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/02/accpteable.jpg,13
Rate Integrity: A Brand New Way of Increasing Direct Bookings,2020-02-27 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/02/Rate-Integrity-A-Brand-New-Way-of-Increasing-Direct-Bookings-.jpg,8
Why Choose Rate Intelligence Over Rate Shopping?,2020-02-19 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/02/Why-Choose-Rate-Intelligence-Over-Rate-Shopping-1.jpg,11
Why a Rate Intelligence Experience Should Have the Best Art & Science Behind it,2020-02-05 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/02/Why-a-Rate-Intelligence-Experience-Should-Have-the-Best-Art-Science-Behind-it-v2-copy-1.jpg,11
Our Point of View on the Modern Age Distribution Ecosystem,2020-01-31 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/01/Distribution-blog-banner.jpg,6
Are You Leading A Future-Ready HR?,2020-01-29 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/01/HR-blog.jpg,7
5 Ways to Ace Hospitality Marketing in 2020,2020-01-20 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/01/5-Ways-to-Ace-Hospitality-Marketing-in-2020.jpg,5
Why UX is Instrumental for Revenue Management,2020-01-14 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/01/RateGain-Leveraging-UI-to-Create-Value_Blog.jpg,16
Visualizing Data Like a Pro: The Key to Unlock the Data Gold Mine,2019-12-17 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/12/Visualizing-Data-Like-a-Pro-The-Key-to-Unlock-the-Data-Gold-Mine.jpg,13
Smart Shopping for Data: Driving Analytics Excellence in the Airlines Industry,2019-12-04 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/12/Smart-Shopping-for-Data-Blog.jpg,5
"Mr. Hotelier, Four Signs It is Time to Change your Distribution Partner",2019-11-29 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/11/Four-Signs-It-is-Time-to-Change-your-Distribution-Partner-5.jpg,5
Adopting SCRUM in the Organization’s People Processes,2019-11-22 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/11/Navigating-Constant-Consolidation-banner.jpg,3
How to Deliver Value In The Era Of Hospitality Industry Consolidation?,2019-11-19 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/11/Navigating-Constant-Consolidation-banner.jpg,4
What will define Long Term Success for Airlines,2019-11-11 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/11/airline.jpg,8
Challenges for Airline Revenue Managers Beyond 2020,2019-10-23 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/10/Airline-Revenue-Manager-PR-2.jpg,9
Navigating Constant Consolidation,2019-10-21 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/10/Airline-Revenue-Manager-Blog.jpg,8
Our point of view on Distribution Journey,2019-10-17 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/10/Distribution-blog-banner.jpg,8
Putting User Experience at the center of a new problem,2019-10-15 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/10/ui-banner-1.jpg,10
The Last Distribution Challenge,2019-10-15 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/10/Re-Configuring-The-Distribution-Models-For-The-Next-Gen-Distribution-Ecosystem.jpg,2
Can Car Rental analytics help make better investment decisions?,2019-10-04 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/09/Can-Car-Rental-analytics-help-make-better-investment-decisions-2.jpg,8
Top 3 considerations for blueprinting your content transformation,2019-09-21 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/09/blog-post.jpg,7
The Path to A Shared Future: Can car rentals help in turning around the industry slowdown ?,2019-09-11 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/09/cargain.jpg,7
Delivering Duty of Care in the Age of Corporate Rogue Travel,2019-08-21 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/08/Delivering-Duty-of-Care-in-the-Age-of-Corporate-Rogue-Travel.jpg,5
Who is winning the experience game in travel and hospitality?,2019-07-22 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/07/Who-is-winning-the-experience-game-in-travel-and-hospitality-1.jpg,2
Airlines: Soaring on Ancillary Revenue,2019-07-18 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/07/Airlines-Soaring-on-Ancillary-Revenue.jpg,5
Transaction Tracking and Analytics: Steering Car Rental,2019-06-24 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/06/car.jpg,5
Enhancing Car Rental Revenue Management with AI-driven Dynamic Pricing,2019-06-24 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/06/car1.jpg,5
Busting a billion-dollar digital myth for cruise lines!,2019-02-08 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Cruise-Image-1218x609.jpg,6
The future of distribution strategy at your doorstep,2018-09-24 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Dss-Blog-1200x600.jpg,4
"‘A Thousand Words’: Why Great Visuals Speak Directly, Fluently and Effortlessly",2018-08-27 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/2-brandgain-1200x600.jpg,4
New Age Data is Driving Growth for Travel Package Providers,2018-08-24 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/1-packages-1200x600.jpg,3
Tackling content issues head-on,2018-07-16 00:00:00,,4
7 Top Trends In Hotel Distribution Today,2018-07-13 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Distribution-900x450.jpg,3
HRS Selects RateGain as its Channel Management Partner for their newest connectivity platform,2018-05-04 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Retagain_HRS-1-764x382.jpg,3
Code Itineraries: A road map for the travel industry to unlock one trillion dollars in value by 2025,2018-04-11 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/code_itinerary1-534x267.jpg,3
5 Ways to Improve Your Hotel's Visibility within Search Engines,2018-04-09 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/SEO_HOTEL-1-650x325.png,3
Hitting a home run in automation tools,2018-04-03 00:00:00,,3
Tapping the world’s no. 1 outbound travel market,2018-01-22 00:00:00,,3
It's 100% pure adrenaline! Introducing Distribution Strategy Studio,2018-01-11 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/madrid-TT-hres-2011_8-xlarge-1280x640.jpg,3
Your Hotel Reputation Matters to Your Revenue,2017-12-11 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Reputation-Management-147765833-2800x1400-scaled.jpg,4
"Hoteliers, Take a Re-look at Parity and Prevent Revenue Leakages",2017-11-23 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/revenu_leakage_banner_mail1-754x377.jpg,3
Assessing the boom in travel startups,2017-11-21 00:00:00,,4
Building the Perfect Revenue Strategy Is Not Enough; Advanced Hotel Revenue Management Tool is a Must!,2017-11-13 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Increase-Sales-Revenue-66983953-765x382-764x382.jpg,3
Travel Industry is Already Using Geo-based Competitive Price Tracking; Act Now Before Its Too Late,2017-11-03 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Geo-pricing-764x382.png,4
We Bet You Will Not Want to Miss The Benefits of a Comprehensive Hotel Price Intelligence Solution!,2017-10-25 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/pricing-764x382.jpg,4
Sharing economy blurring the lines in hospitality,2017-10-23 00:00:00,,4
Tracking Mobile App Rates of Your Competition is a MUST for Your Price Strategy!,2017-10-11 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-202739491-2800x1400-scaled.jpg,3
Will Artificial Intelligence Replace Human Intelligence in Revenue Management and Pricing Analysis?,2017-09-29 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Artificial_Intelligence-764x382.jpg,3
It’s time to reexamine the data structure behind hotel distribution,2017-09-25 00:00:00,,2
7 Fundamental Hotel Marketing Strategies To Stand Out From Your Competition,2017-09-21 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2017/09/bigstock-Digital-Marketing-New-Startup-190890487-2800x1400-1.jpg,4
Design an Effective Hotel Guest Loyalty Program to Increase Hotel Bookings and Revenue,2017-09-18 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Loyalty-Program-145042721-2800x1400-scaled.jpg,4
Yield Management in Hospitality - Important for Efficient Revenue Management Strategy,2017-09-14 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-192270436-2800x1400-scaled.jpg,3
What Makes Your Guests The Promoters of Your Brand?,2017-09-07 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-193620838-3000x1500-scaled.jpg,3
Tapping the potential of IoT,2017-08-29 00:00:00,,3
The Role and Future of Technology in Travel Industry,2017-08-28 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Social-media-travel-industry-300x207-1-1100x759-1-570x285.jpg,3
New Consumer Review Dashboard For Hotels,2017-08-21 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/BG_blog_banner2-764x382-764x382.jpg,3
Measuring Demand in Your City will Skyrocket your Revenue - Here is How!,2017-08-21 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotelier-demand-forecasting-762x381-1.jpg,3
7 Best Methods to Gather Quality Guest Feedback,2017-08-16 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Business-Man-Select-Happy-156570752-2800x1400-scaled.jpg,2
"The Brilliant Hotelier: Face To Face With Panayiotis Kyprianou From Thanos Resorts & Spas, Cyprus",2017-08-14 00:00:00,https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/G8H6842-1-4896x2448-scaled.jpg,4
Monitoring Hundreds of Booking Sites - No Longer a Challenging Task for Hoteliers,2017-08-10 00:00:00,,3
